host_since,host_is_superhost,host_total_listings_count,host_verifications,host_identity_verified,latitude,longitude,accommodates,bathrooms_text,amenities,price,minimum_nights,number_of_reviews,review_scores_rating,instant_bookable,reviews_per_month,Bijlmer-Centrum,Bijlmer-Oost,Bos en Lommer,Buitenveldert - Zuidas,Centrum-Oost,Centrum-West,De Aker - Nieuw Sloten,De Baarsjes - Oud-West,De Pijp - Rivierenbuurt,Gaasperdam - Driemond,Geuzenveld - Slotermeer,IJburg - Zeeburgereiland,Noord-Oost,Noord-West,Oostelijk Havengebied - Indische Buurt,Osdorp,Oud-Noord,Oud-Oost,Slotervaart,Watergraafsmeer,Westerpark,Zuid,Entire home/apt,Hotel room,Private room,Shared room
2019,0,1,8,1,52.36632,4.87435,6,2.5,11,780.0,7,0,0.0,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0,0,6,1,52.35218870196775,4.915874053498748,2,1.5,34,150.0,15,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2016,0,1,3,0,52.38981,4.94945,4,1.0,10,130.0,2,28,4.39,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2015,0,1,8,1,52.35456,4.88983,3,1.0,14,255.0,2,33,4.63,0,0.48,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,0,0,1,1,52.37137,4.87358,4,2.0,22,102.0,1,11,4.0,1,0.41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0,1,4,1,52.39729,4.91497,4,1.5,32,130.0,3,13,4.83,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2012,1,1,4,1,52.35198,4.93675,2,1.0,54,125.0,2,35,5.0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2019,0,8,2,1,52.35477,4.89782,2,1.0,11,111.0,1,0,0.0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0,1,5,1,52.36324,4.93476,4,1.5,22,250.0,3,36,4.94,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2019,0,1,7,1,52.38027,4.84943,4,1.0,27,299.0,3,7,5.0,0,0.24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,1,0,7,1,52.37421,4.90672,2,1.0,25,205.0,1,0,0.0,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,0,0,7,1,52.36141,4.92535,3,1.0,42,275.0,1,6,4.83,0,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2013,0,2,4,1,52.35736,4.90468,2,1.5,18,250.0,4,7,4.86,0,0.09,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,1,1,3,0,52.37675,4.88453,2,1.0,23,148.0,3,70,4.96,0,1.01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,0,9,7,1,52.3643,4.88867,2,1.0,33,209.0,7,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,0,6,2,0,52.37113,4.83575,1,1.0,22,97.0,1,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2013,0,1,7,1,52.38211,4.87291,2,1.0,12,80.0,3,61,4.67,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2014,1,1,4,0,52.38071,4.85738,2,1.5,22,90.0,7,50,4.85,0,0.83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,1,2,4,1,52.37379,4.96641,2,1.5,34,67.0,2,33,4.82,1,1.57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,0,0,4,0,52.378273,4.858683,2,1.0,16,150.0,5,4,5.0,0,2.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,0,8,2,1,52.35456,4.89645,1,1.0,12,68.0,1,3,5.0,1,0.18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,0,1,1,0,52.36212,4.86604,4,1.0,12,235.0,3,4,5.0,0,0.14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,0,1,5,1,52.37443,4.85949,2,1.5,27,104.0,2,17,4.88,0,0.41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,1,3,6,1,52.37641,4.88303,2,1.0,32,89.0,1,516,4.89,1,6.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,0,1,5,1,52.37159,4.88023,6,3.0,36,449.0,3,55,4.73,0,0.78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,1,1,6,1,52.35637,4.85373,4,2.0,24,285.0,2,39,4.86,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2015,0,1,5,1,52.35015,4.88745,5,1.0,12,200.0,3,4,4.25,1,0.14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,0,0,2,1,52.37763,4.84893,2,1.0,6,120.0,2,0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,0,1,8,1,52.39442,4.91478,5,1.5,19,170.0,4,20,4.78,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2012,1,1,8,1,52.36369,4.83861,2,1.0,20,38.0,2,536,4.65,0,5.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2015,0,4,8,1,52.37552,4.89272,4,2.0,9,99.0,2,0,0.0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020,1,0,6,1,52.360924,4.898329,3,1.0,39,195.0,3,9,4.89,1,6.14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,3,7,1,52.38026,4.88144,2,1.0,6,150.0,1,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,0,1,2,0,52.35029,4.91325,4,1.5,29,198.0,7,3,5.0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2014,0,1,8,1,52.38223,4.84905,2,1.0,15,44.0,3,1,5.0,0,0.24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,0,0,9,1,52.40365,4.91532,5,1.5,17,229.0,2,1,4.0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2013,0,1,5,1,52.38284,4.86991,2,1.0,12,85.0,6,32,4.97,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2013,0,1,4,1,52.40613,4.92436,4,2.0,54,140.0,3,11,4.5,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2020,0,8,7,1,52.36699,4.88811,5,1.0,3,199.0,1,13,4.54,1,1.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,0,1,3,0,52.36045,4.98039,3,1.0,32,86.0,1,50,4.96,0,0.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,0,1,4,1,52.40325,4.91954,4,1.0,27,150.0,3,27,4.89,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2014,0,1,6,1,52.41261,4.90137,2,1.0,9,85.0,2,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2012,0,1,7,1,52.35332,4.89381,2,1.0,36,110.0,3,30,4.7,1,1.22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,1,2,5,0,52.36472,4.90703,2,1.0,56,175.0,3,59,4.88,1,0.94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,0,2,7,1,52.37036,4.85032,2,1.0,50,124.0,3,11,5.0,0,0.38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,0,3,5,1,52.37036,4.85414,3,1.0,18,45.0,2,273,4.27,0,3.71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,0,0,5,1,52.36943,4.85127,2,1.0,41,99.0,6,0,0.0,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,0,2,9,1,52.363846,4.934911,4,2.0,39,200.0,3,28,4.93,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2013,0,0,8,1,52.34818,4.90968,1,0.0,11,95.0,1,62,4.66,0,2.41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,0,1,5,1,52.36258,4.93342,2,1.0,46,150.0,3,13,5.0,0,5.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2014,0,0,5,1,52.37338,4.86333,2,1.0,36,89.0,2,81,4.94,0,0.99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,0,1,8,1,52.37432084236624,4.87446887106129,4,1.0,44,250.0,2,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2013,0,0,4,1,52.35194,4.92174,4,1.5,35,190.0,4,3,4.67,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2020,0,1,7,1,52.35998,4.97873,2,1.0,18,106.0,2,3,4.33,0,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,0,1,4,1,52.35432,4.90506,4,1.0,23,305.0,2,1,5.0,0,0.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,1,1,4,1,52.37218,4.90604,4,1.0,33,325.0,2,68,4.94,0,1.15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,0,0,5,1,52.37497,4.88113,2,1.5,19,130.0,3,9,5.0,0,4.74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,1,1,7,1,52.37037,4.94255,2,1.0,27,90.0,2,32,4.97,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2016,1,1,9,1,52.3508,4.84169,2,1.0,45,42.0,2,103,4.9,0,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2014,0,2,7,1,52.37239,4.87172,2,1.0,21,90.0,3,279,4.55,0,3.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,1,1,3,0,52.374493,4.948655,2,1.5,29,125.0,2,39,4.92,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2014,1,1,4,1,52.37436,4.90417,2,1.0,21,125.0,3,60,4.93,0,1.54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0,1,4,0,52.3698,4.91396,2,1.0,49,185.0,1,29,4.93,1,0.36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,1,18,4,1,52.38295,4.88854,2,1.0,31,100.0,7,38,4.84,0,0.54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,0,8,8,1,52.36775,4.87403,4,1.0,20,150.0,2,120,4.72,1,2.41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,0,13,8,1,52.39508,4.99186,3,1.5,16,87.0,2,81,4.62,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,1,1,7,1,52.36598,4.92842,3,1.0,21,95.0,2,28,4.89,1,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2012,0,1,5,1,52.35664,4.8899,2,1.5,34,120.0,8,22,4.86,0,0.38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,0,1,8,1,52.37315,4.847797,2,1.0,9,120.0,1,0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,0,0,2,1,52.31716,4.95196,2,1.5,16,110.0,5,2,4.5,1,0.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,0,1,5,0,52.37153,4.88022,4,1.5,21,160.0,3,21,4.81,0,0.48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,0,0,9,1,52.36713,4.91524,2,1.5,33,76.0,2,5,5.0,1,2.63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,1,3,5,1,52.36521,4.91153,2,1.0,15,165.0,2,4,5.0,0,0.13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,0,1,5,1,52.3641,4.88634,3,1.0,14,103.0,1,408,4.52,1,4.99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,0,2,6,1,52.3611,4.94256,4,1.0,15,200.0,28,1,5.0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2015,0,1,2,0,52.36964,4.86856,2,1.5,32,195.0,3,11,4.89,0,0.21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,0,1,8,1,52.37495,4.84774,2,1.0,15,140.0,2,3,5.0,0,0.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0,4,8,1,52.38388,4.78787,2,1.0,32,83.0,1,103,4.77,1,2.81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,0,0,2,0,52.36005,4.9074,4,1.0,35,146.0,7,1,5.0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2016,0,4,5,1,52.35207,4.88953,2,1.0,26,200.0,2,18,5.0,0,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0,2,5,1,52.3604,4.89921,4,2.0,19,300.0,3,20,4.75,0,0.42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,0,1,3,1,52.39517,4.93973,4,1.0,10,110.0,2,7,4.71,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,1,0,2,0,52.37265,4.83512,2,1.0,19,49.0,5,1,5.0,0,0.04,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,1,2,8,1,52.381996,4.888583,2,1.0,22,76.0,1,412,4.84,1,5.35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,0,1,4,1,52.35043,4.90079,2,1.0,19,120.0,4,42,4.95,0,0.44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,0,0,2,1,52.3881,4.91438,3,1.0,7,111.0,1,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2014,1,17,8,1,52.37858,4.88217,4,1.0,43,200.0,4,30,4.93,0,0.69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,0,15,3,1,52.36402,4.91025,4,2.0,30,241.0,7,0,0.0,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,0,1,4,0,52.37579,4.84443,4,1.0,18,149.0,4,30,4.79,0,0.44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0,1,4,1,52.35992,4.90599,4,1.5,43,250.0,3,14,4.69,0,0.44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,0,1,7,1,52.3446,4.90005,3,1.5,40,115.0,2,34,4.68,1,1.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,1,2,4,1,52.35812,4.91396,3,1.5,31,125.0,3,97,4.86,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2013,0,7,5,1,52.37655,4.89249,4,1.0,33,96.0,1,119,4.56,0,1.62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,1,1,4,0,52.36991,4.90768,2,1.0,24,120.0,2,0,0.0,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0,1,6,1,52.39289,4.91633,6,2.0,59,230.0,3,10,5.0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2013,0,1,3,1,52.37107,4.8719,5,1.0,12,179.0,3,4,4.75,0,0.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,1,1,5,1,52.37703,4.86066,4,1.0,26,200.0,3,18,4.83,0,0.42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,1,2,6,1,52.3673,4.90155,2,1.0,17,101.0,1,61,4.89,1,1.72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,0,1,8,1,52.36428,4.87391,2,1.0,11,188.0,7,1,5.0,1,0.64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0,0,5,1,52.32386,4.97783,3,1.5,10,149.0,14,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,1,1,6,1,52.3838,4.88539,3,1.0,20,149.0,2,233,4.97,0,4.23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,1,8,9,1,52.37964,4.89442,4,2.5,34,310.0,7,135,4.84,1,1.16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,0,1,2,1,52.34257,4.86301,2,1.0,15,150.0,3,0,0.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,0,1,8,1,52.39976,4.90331,4,2.0,34,250.0,5,7,4.71,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2011,1,1,5,1,52.35647,4.91453,4,1.5,28,250.0,2,31,5.0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2014,1,2,7,1,52.37253,4.90261,2,1.0,13,75.0,5,13,5.0,0,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,1,18,4,1,52.38364,4.88563,6,2.0,33,175.0,7,41,4.63,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,0,1,3,1,52.36625,4.87893,2,1.0,16,75.0,1,182,4.49,1,3.16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,0,0,9,1,52.37249,4.89244,4,1.0,11,500.0,2,15,5.0,0,0.27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021,0,0,2,0,52.362637,4.878065,4,1.0,11,196.0,1,0,0.0,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0,0,2,1,52.3707,4.86022,4,1.0,39,400.0,2,0,0.0,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,1,2,10,1,52.37598,4.8931,3,1.0,21,158.0,2,260,4.95,0,2.91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,0,1,2,0,52.37458,4.82113,4,2.5,38,300.0,6,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,1,1,8,1,52.36327,4.86791,2,1.0,23,70.0,2,66,4.91,1,3.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,0,0,5,1,52.37816759375005,4.877292806303805,2,1.0,40,110.0,2,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2012,0,1,5,1,52.3739,4.89263,2,1.5,43,171.0,3,35,4.97,0,0.65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,0,247,8,1,52.33878,4.84729,2,1.0,17,100.0,1,73,4.86,1,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2013,0,13,3,1,52.34293,4.84649,2,1.0,15,85.0,2,24,4.46,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2011,0,0,6,1,52.35871,4.89616,2,0.0,8,125.0,3,2,4.5,0,0.02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,1,1,7,1,52.34054,4.84561,2,1.5,48,82.0,2,76,4.96,1,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2016,1,1,9,1,52.3522,4.88401,2,1.0,31,179.0,2,55,4.96,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2015,1,35,11,1,52.36397,4.91033,4,1.0,34,161.0,3,8,5.0,0,6.86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,0,1,4,1,52.35749,4.87699,5,1.0,61,399.0,2,30,4.81,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2013,1,2,5,0,52.4016,4.89785,16,2.0,50,514.0,2,129,4.79,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016,0,2,1,0,52.36951,4.87445,2,1.0,15,130.0,3,2,5.0,0,0.41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,0,1,4,1,52.37372,4.88825,4,2.0,36,495.0,3,46,4.93,0,0.62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,1,2,5,0,52.39956,4.89681,16,4.0,29,529.0,2,21,4.9,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2015,0,1,5,1,52.3597,4.90662,3,1.5,8,210.0,4,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2012,1,1,6,1,52.37806,4.88524,2,1.5,16,117.0,3,107,4.91,0,3.07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,1,2,7,1,52.35796,4.93609,2,1.0,13,50.0,1,33,4.85,1,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2014,0,1,5,1,52.35982,4.86042,4,1.5,32,122.0,4,17,4.88,0,0.26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,1,7,6,1,52.36217,4.89395,2,1.0,21,150.0,2,11,5.0,1,2.26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021,0,8,2,1,52.37816,4.89427,2,1.0,14,92.0,1,163,4.61,1,22.33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,0,12,2,1,52.38512,4.90442,1,1.0,7,38.0,1,157,4.63,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2018,1,3,7,1,52.37588,4.87486,2,1.0,23,99.0,1,72,4.77,1,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2015,1,4,7,1,52.36315,4.90779,2,1.0,20,158.0,7,1,5.0,1,0.16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,0,1,7,1,52.38165,4.8565,4,1.0,30,160.0,1,7,4.86,0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
